yearly.salary;age;elevel;car;region;credit;brand
101307.6258;60;Master's, Doctoral or Professional Degree;Ram;Mountain;374813.9503;
37210.08362;52;Less than High School Degree;Cadillac;Mountain;176147.1704;
73977.35355;33;4-Year College Degree;Subaru;East South Central;178738.7772;
150000;65;Master's, Doctoral or Professional Degree;Chevrolet;West South Central;297421.3772;
52747.91484;69;Some College;Honda;New England;198024.0661;
99377.76183;53;High School Degree;Honda;West North Central;71704.63306;
80131.50141;66;Less than High School Degree;Nissan;South Atlantic;111659.7241;
122410.807;35;Master's, Doctoral or Professional Degree;None of the above;Mountain;129954.3581;
139861.1546;50;4-Year College Degree;Chrysler;East South Central;471637.778;
90937.607;38;High School Degree;Subaru;East North Central;439248.3679;
117627.7974;20;Less than High School Degree;Ford;West South Central;624.208173;
20399.71147;56;Master's, Doctoral or Professional Degree;Subaru;New England;389075.2395;
77131.49214;52;4-Year College Degree;Honda;Pacific;68088.49551;
35186.61477;30;High School Degree;Hyundai;Mountain;150309.2106;
142644.0932;49;Master's, Doctoral or Professional Degree;Mazda;Mountain;84667.19503;
24675.19909;75;Less than High School Degree;BMW;South Atlantic;374936.7412;
128466.4047;67;Less than High School Degree;Nissan;Mid-Atlantic;299704.9543;
124530.8297;29;High School Degree;Chevrolet;Mid-Atlantic;305188.377;
102731.9446;65;Master's, Doctoral or Professional Degree;Chrysler;Mountain;246635.698;
21831.55391;36;Master's, Doctoral or Professional Degree;Chrysler;East South Central;230895.8832;
92939.93173;20;Master's, Doctoral or Professional Degree;Kia;East South Central;383760.6407;
59117.3872;69;Some College;BMW;East South Central;228660.3046;
112788.2388;20;Some College;Buick;South Atlantic;236615.1909;
57406.59927;42;Master's, Doctoral or Professional Degree;Buick;East South Central;32839.98341;
30909.17057;61;High School Degree;Mercedes Benz;Pacific;346234.6023;
34392.53294;59;4-Year College Degree;Chevrolet;Mountain;217460.4902;
76917.13397;45;Some College;Chevrolet;South Atlantic;442471.9002;
59366.1765;32;Less than High School Degree;Chrysler;East North Central;177385.5289;
98509.51411;66;4-Year College Degree;Nissan;West North Central;123858.1363;
138867.0697;69;Some College;Honda;Mid-Atlantic;393344.6564;
119884.3048;36;4-Year College Degree;Subaru;South Atlantic;459351.9572;
86564.96565;41;High School Degree;Buick;West North Central;339134.6358;
104788.2909;71;Less than High School Degree;Kia;Mid-Atlantic;132059.1689;
51870.02654;33;4-Year College Degree;Hyundai;Mountain;375640.538;
132308.4568;77;Less than High School Degree;BMW;West North Central;302604.1741;
58358.53476;73;Some College;Lincoln;Mountain;0;
110598.1672;78;High School Degree;Subaru;Mountain;183344.4899;
113863.1594;47;High School Degree;Ford;East North Central;156663.275;
20000;60;Less than High School Degree;Cadillac;Mid-Atlantic;357598.8577;
109444.7117;55;Less than High School Degree;Lincoln;New England;500000;
143009.3;30;4-Year College Degree;Jeep;Pacific;83186.19474;
48181.09305;24;High School Degree;Mitsubishi;New England;402542.7598;
133974.8491;80;4-Year College Degree;Cadillac;West North Central;254696.0147;
26123.92054;57;High School Degree;Chrysler;West South Central;488722.4893;
76648.37518;65;Master's, Doctoral or Professional Degree;Nissan;East South Central;390959.4554;
73515.83053;70;Some College;Dodge;West North Central;8331.402492;
117868.1074;29;Some College;Mitsubishi;West North Central;450255.0319;
72305.12705;63;Some College;None of the above;Mid-Atlantic;301851.0167;
79029.38738;48;4-Year College Degree;Buick;West South Central;80495.35802;
41845.15376;68;4-Year College Degree;Honda;Mountain;341962.545;
101892.8153;48;Some College;Toyota;Mid-Atlantic;77329.00924;
64158.15602;27;High School Degree;Ford;West South Central;111507.6917;
122522.4707;48;Some College;BMW;South Atlantic;146539.0273;
113120.7936;48;High School Degree;Cadillac;South Atlantic;172508.2104;
123620.2936;61;Some College;Toyota;West North Central;349064.5928;
109005.9034;64;High School Degree;Hyundai;East North Central;355358.5445;
74249.66384;30;Master's, Doctoral or Professional Degree;Chevrolet;New England;431996.1134;
46385.06985;61;4-Year College Degree;Mercedes Benz;South Atlantic;299914.7285;
125203.2985;35;Master's, Doctoral or Professional Degree;Honda;West North Central;347614.4609;
103195.0654;22;Less than High School Degree;Kia;East South Central;318552.0069;
41969.82197;60;High School Degree;Ram;West South Central;455280.7613;
49100.90521;33;4-Year College Degree;Toyota;Mountain;140672.7083;
147610.8672;52;Master's, Doctoral or Professional Degree;Mercedes Benz;Mid-Atlantic;181011.5612;
27036.64087;30;Some College;Nissan;Mid-Atlantic;406680.822;
69856.0372;25;Less than High School Degree;BMW;Mid-Atlantic;184917.7935;
65102.02029;61;Some College;Subaru;Mid-Atlantic;156346.5055;
146275.2414;45;Less than High School Degree;Hyundai;Mountain;397648.0524;
73628.76438;24;4-Year College Degree;Mazda;New England;457959.5494;
79512.02478;46;Some College;BMW;West South Central;94365.90026;
44220.07076;72;Less than High School Degree;Mitsubishi;West North Central;436158.1891;
141805.3239;66;Master's, Doctoral or Professional Degree;Cadillac;New England;259112.9636;
26399.40032;80;Some College;Mazda;Pacific;344367.8411;
78718.47939;72;Some College;Nissan;South Atlantic;169849.6181;
84478.90877;61;Less than High School Degree;Ram;South Atlantic;339720.9936;
129398.8902;24;4-Year College Degree;Nissan;West South Central;78868.11628;
122388.6897;22;Master's, Doctoral or Professional Degree;Mazda;West South Central;489684.2453;
113164.6791;56;Master's, Doctoral or Professional Degree;Jeep;West South Central;268340.4035;
80845.64318;26;Some College;Jeep;West South Central;199330.9181;
58009.21181;73;High School Degree;Ram;West North Central;17628.9155;
111793.8896;29;High School Degree;Lincoln;East North Central;114837.1585;
150000;55;Master's, Doctoral or Professional Degree;Subaru;Mid-Atlantic;7424.041567;
144899.6334;62;Some College;Chrysler;Mountain;0;
128532.0928;53;Some College;Mercedes Benz;West North Central;355399.4803;
111601.6807;20;Less than High School Degree;Honda;New England;97758.74551;
95646.47355;64;4-Year College Degree;Hyundai;South Atlantic;211320.439;
56325.28506;57;Less than High School Degree;Buick;New England;42026.35412;
117415.4966;22;Less than High School Degree;BMW;New England;445338.7558;
133371.9518;70;4-Year College Degree;Mercedes Benz;East South Central;351532.3123;
37999.15987;70;Some College;Buick;New England;413118.5965;
62822.01775;43;High School Degree;Honda;East South Central;359376.4828;
140519.6775;29;Some College;Nissan;South Atlantic;146019.0537;
81201.78487;60;4-Year College Degree;Mazda;South Atlantic;285792.2353;
133132.4665;76;Master's, Doctoral or Professional Degree;Ford;East South Central;74937.43292;
28369.13384;35;4-Year College Degree;Ram;West South Central;77986.63121;
143733.5955;38;Master's, Doctoral or Professional Degree;Ram;West South Central;131636.1898;
95886.26862;65;Master's, Doctoral or Professional Degree;Kia;West North Central;78256.78861;
60639.83082;44;Some College;Ford;Mid-Atlantic;500000;
136626.0997;55;High School Degree;Cadillac;South Atlantic;98864.71088;
115367.0629;62;4-Year College Degree;Kia;West North Central;500000;
33194.97254;39;Less than High School Degree;BMW;Pacific;75080.49109;
75329.31647;24;Some College;BMW;Mountain;69516.73389;
24765.04104;73;Less than High School Degree;Mitsubishi;East North Central;423582.8124;
46564.8053;29;Less than High School Degree;Dodge;West North Central;356548.0923;
120527.6111;79;Some College;Lincoln;New England;453322.7224;
86649.07953;43;4-Year College Degree;Nissan;East South Central;246104.5445;
68007.1867;63;Some College;Chevrolet;New England;415722.4875;
123874.6042;58;Some College;Mazda;South Atlantic;146040.4274;
142039.7952;57;Some College;Mitsubishi;Pacific;191054.3731;
105299.5393;35;4-Year College Degree;Buick;Mountain;286947.0605;
68944.05944;50;Less than High School Degree;Lincoln;East North Central;286196.8039;
102372.0626;75;Less than High School Degree;Cadillac;Pacific;114078.2733;
120119.7834;75;Some College;Kia;Mid-Atlantic;173546.4189;
57542.60758;44;Less than High School Degree;Lincoln;South Atlantic;209348.1713;
42459.72784;29;4-Year College Degree;Mercedes Benz;East North Central;348245.427;
122953.9693;48;Less than High School Degree;Ford;South Atlantic;135946.9686;
55000.01284;60;4-Year College Degree;Hyundai;South Atlantic;391059.2131;
68578.06523;58;Less than High School Degree;Chevrolet;New England;435869.0695;
44324.38618;73;4-Year College Degree;Dodge;East South Central;252224.1968;
45968.13742;41;Less than High School Degree;Ford;New England;428620.7677;
104414.6495;62;Master's, Doctoral or Professional Degree;Mercedes Benz;West North Central;357367.8596;
129710.7481;34;4-Year College Degree;Dodge;Pacific;340858.0265;
31159.29709;69;High School Degree;Ram;New England;469920.7882;
137559.4902;66;Less than High School Degree;Toyota;New England;385552.3023;
58794.73698;57;4-Year College Degree;Chrysler;New England;423394.0303;
76880.15246;23;4-Year College Degree;Cadillac;South Atlantic;391684.7237;
26919.4248;25;4-Year College Degree;Chrysler;Pacific;477970.0193;
68636.06575;22;4-Year College Degree;Toyota;East North Central;172565.2298;
136721.6013;31;4-Year College Degree;Mercedes Benz;Mid-Atlantic;364228.8522;
87655.40042;37;4-Year College Degree;Nissan;East North Central;330173.5237;
108720.1916;66;Less than High School Degree;None of the above;New England;73808.67867;
129138.4007;52;High School Degree;Honda;East North Central;460206.0257;
56339.09451;61;Some College;None of the above;Mid-Atlantic;330744.5461;
41133.34614;34;Some College;Toyota;Mid-Atlantic;116266.8883;
66937.07892;75;4-Year College Degree;Kia;West South Central;433176.1798;
39132.7146;66;High School Degree;Mitsubishi;Mountain;13342.83372;
53714.80753;40;Master's, Doctoral or Professional Degree;Kia;Mid-Atlantic;198303.3716;
74077.66155;20;Less than High School Degree;Chevrolet;Pacific;121451.8547;
142423.8794;58;High School Degree;Honda;Pacific;395479.9691;
108387.5362;69;4-Year College Degree;Nissan;South Atlantic;164808.9908;
25737.44327;32;High School Degree;Jeep;Mountain;192276.0659;
60218.56285;37;High School Degree;BMW;West North Central;106638.8584;
89117.66819;55;4-Year College Degree;Cadillac;South Atlantic;102582.3912;
142806.1374;60;4-Year College Degree;Jeep;Pacific;105109.2318;
115698.2495;44;Less than High School Degree;Toyota;East South Central;500000;
76075.83157;30;High School Degree;Cadillac;West South Central;232291.0865;
134219.042;58;Master's, Doctoral or Professional Degree;Mazda;West North Central;215949.1754;
83243.89779;54;Some College;Ford;West North Central;85809.6741;
85036.59856;30;Some College;Chevrolet;Mountain;442368.4427;
104739.1404;26;Master's, Doctoral or Professional Degree;Toyota;Pacific;376701.1556;
79744.02484;58;4-Year College Degree;Hyundai;New England;192048.7993;
123637.1873;32;Some College;Toyota;East South Central;460607.0784;
88336.39321;34;Some College;Cadillac;East North Central;428489.5759;
46886.80026;56;High School Degree;BMW;South Atlantic;248856.9534;
96791.71488;28;Some College;Cadillac;West North Central;128953.5316;
44329.72567;52;Master's, Doctoral or Professional Degree;Mercedes Benz;Mid-Atlantic;232729.2745;
39704.08679;32;Some College;Ram;South Atlantic;243269.2317;
106058.4994;33;Some College;Buick;East South Central;413461.7343;
149345.8809;53;Master's, Doctoral or Professional Degree;Buick;West North Central;237278.4077;
66148.14019;42;Some College;Dodge;Mountain;36336.13063;
48517.17389;68;High School Degree;Cadillac;Mid-Atlantic;453623.4027;
27793.82463;22;Less than High School Degree;Mercedes Benz;West South Central;173574.3674;
140671.1828;80;4-Year College Degree;Toyota;New England;324738.5456;
43571.11625;37;Some College;Nissan;Pacific;9238.756652;
36267.42624;39;Some College;Toyota;South Atlantic;295520.0315;
86272.56129;38;Master's, Doctoral or Professional Degree;BMW;East South Central;311316.1879;
112996.3016;73;Less than High School Degree;Chrysler;South Atlantic;424671.2909;
101583.9704;76;Some College;Hyundai;West North Central;412366.3053;
42510.26077;46;Less than High School Degree;Dodge;New England;35080.81408;
132387.6369;74;Less than High School Degree;Cadillac;Pacific;385666.3928;
29828.07722;22;4-Year College Degree;Ford;Pacific;199019.7842;
92961.21901;63;4-Year College Degree;Chrysler;East North Central;0;
145072.0682;62;4-Year College Degree;Dodge;New England;303484.613;
22401.03421;60;Master's, Doctoral or Professional Degree;Mercedes Benz;West South Central;447376.4306;
94294.69247;62;Less than High School Degree;None of the above;East North Central;411061.0271;
96955.87925;25;Master's, Doctoral or Professional Degree;None of the above;New England;155329.8083;
150000;76;Less than High School Degree;Subaru;Mid-Atlantic;280405.2104;
150000;21;4-Year College Degree;Chevrolet;West South Central;269398.4131;
107823.6175;37;4-Year College Degree;BMW;East North Central;388716.5257;
37370.80327;62;High School Degree;Toyota;West North Central;350086.9792;
140353.8237;40;4-Year College Degree;Chrysler;South Atlantic;351470.1518;
62988.92487;65;Less than High School Degree;Honda;East South Central;493098.6484;
143882.3046;28;Some College;Chrysler;East North Central;188508.9186;
118219.6701;40;Master's, Doctoral or Professional Degree;Toyota;New England;500000;
149015.2233;32;Some College;BMW;Mountain;303829.0605;
27168.13292;22;Some College;Chrysler;New England;480716.7136;
31216.68566;29;4-Year College Degree;Hyundai;East South Central;288745.9336;
48284.97779;45;4-Year College Degree;Lincoln;West South Central;345090.0057;
56131.48581;71;4-Year College Degree;Toyota;Mid-Atlantic;93144.87789;
58278.90095;67;4-Year College Degree;Mazda;South Atlantic;433607.3516;
20000;26;4-Year College Degree;Chrysler;West North Central;292747.7611;
91133.5702;54;4-Year College Degree;Buick;Mid-Atlantic;395205.7645;
43357.0654;43;High School Degree;Jeep;East South Central;236856.4634;
99250.92269;54;Some College;Mazda;West North Central;351015.6384;
107575.6514;72;Less than High School Degree;Toyota;Mountain;368090.3244;
20000;23;High School Degree;Kia;West North Central;371673.2419;
105836.6819;42;High School Degree;Chrysler;East South Central;27872.12932;
74031.50539;69;High School Degree;Hyundai;Pacific;323506.5323;
93055.75918;24;Some College;Nissan;Pacific;245074.5419;
113578.8519;60;Master's, Doctoral or Professional Degree;Hyundai;Mid-Atlantic;150967.9417;
75955.05942;56;Master's, Doctoral or Professional Degree;Ram;Mid-Atlantic;482055.9313;
78493.00093;40;Some College;Lincoln;New England;145492.6297;
112017.7126;74;Less than High School Degree;Chevrolet;East South Central;234386.7438;
41407.72817;80;4-Year College Degree;Mazda;New England;264951.5249;
